Title,Company,Company_Rating,Company_Reviews,Location,Salary_Range,Experience,Post_Day,Tags,Description
Senior Data Scientist,Smaato,2.6,2,"['Hybrid', 'Bengaluru']",Not disclosed,5-9 Yrs,30 Days Ago,"['Tensorflow', 'Airflow', 'GCP', 'AWS', 'Kubernetes', 'Pytorch', 'Data', 'Senior']",Who We AreVerve Group has created a more efficient and privacy-focused way to buy and m...
Senior Data Scientist,Optiqai,No rating,No reviews,['Bengaluru'],Not disclosed,4-9 Yrs,30+ Days Ago,"['Electrical engineering', 'Backend', 'Machine learning', 'Cloud', 'Healthcare', 'Deployment', 'big data', 'Statistics']",Who We Are Looking For: . 4+ years of professional experience in building machine learn...
Senior Data Scientist,ORMAE (Operations Research Machine learning & Analytics Experts LLP),3.2,10,['Bengaluru'],Not disclosed,5-10 Yrs,30+ Days Ago,"['Computer science', 'Data analysis', 'Operations research', 'data science', 'Analytical', 'Machine learning', 'Medical insurance', 'Forecasting']",Preferred exposure to Optimization Meta-heuristic algorithm and related applications. S...
Senior Data Scientist,Docusign,3.5,7,['Bengaluru'],Not disclosed,2-4 Yrs,30+ Days Ago,['Senior Data Scientist'],DocuSign is looking for Senior Data Scientist to join our dynamic team and embark on a ...
Data Scientist- AI Analyst,Modus ETP,2.8,4,['Remote'],2.5-7.5 Lacs PA,1-6 Yrs,13 Days Ago,"['Data scientist', 'Azure open AI', 'SQL', 'Microsoft Technologies', 'R', '.NET framework', 'Power Bi', 'Artificial Intelligence']","Microsoft technologies and platform MS Azure cloud services (Azure ML, Azure Databricks..."
Senior Data Scientist-Retail Assets,IDFC FIRST Bank,No rating,No reviews,['Mumbai'],Not disclosed,2-5 Yrs,14 Days Ago,"['Retail', 'Usage', 'Test strategy', 'Analytical', 'Senior Data Analyst', 'Manager Technology', 'Data structures', 'Deployment']",Graduation: Bachelor of Science (BSc) / Bachelor of Technology (BTech) / Bachelor of Co...
Sr Data Scientist,Target,4.2,600,['Bengaluru'],Not disclosed,3-4 Yrs,30+ Days Ago,"['Supply chain', 'Data analysis', 'Simulation', 'Data structures', 'Troubleshooting', 'Open source', 'SQL', 'Python']","bachelors / MS/PhD in Mathematics, Statistics, Operations Research, Industrial Engineer..."
Sr . Data Scientist,Triangle Global,No rating,No reviews,['Bengaluru'],Not disclosed,10-15 Yrs,30+ Days Ago,"['Unix', 'Literature', 'Linux', 'Time management', 'Project management', 'Analytical', 'Programming', 'data visualization']",Other Information / Additional Preferences: Interdisciplinary experience especially at ...
Senior Data Scientist,"Galvanize, Now Diligent",2.2,2,['Bengaluru'],Not disclosed,3-6 Yrs,17 Days Ago,"['Computer science', 'C', 'Machine learning', 'Legal', 'Manager Technology', 'Wellness', 'Information retrieval', 'Natural language processing']","Bachelor s degree in Computer Science, Machine Learning, Mathematics, or a related fiel..."
Sr. Data Scientist,Ideapoke,3.5,38,['Bengaluru'],Not disclosed,3-4 Yrs,30+ Days Ago,"['Computer science', 'Data analysis', 'NoSQL', 'XML', 'Artificial Intelligence', 'Machine learning', 'Data processing', 'SQL']","PhD Masters degree BTech BE from an accredited collegeuniversity in Computer Science, S..."
Oliver Wyman - Data Scientist - Data and Analytics (DNA),Marsh McLennan,4.0,573,['Gurugram'],Not disclosed,0-15 Yrs,11 Days Ago,"['SAS', 'Project management', 'Analytical', 'Consulting', 'Machine learning', 'Risk management', 'Analytics', 'SQL']",Bachelors or Masterdegree in a quantitative discipline from a top academic program (Dat...
Principal Statistical data scientist,Pfizer,4.1,1683,['Chennai'],Not disclosed,7-11 Yrs,5 Days Ago,"['Statistical programming', 'CRO', 'Biotechnology', 'Pharma', 'Programming', 'SDLC', 'Principal', 'Data']",Demonstrate experience wor. king as part of a software development team and fundamental...
"Manager, Clinical Data Scientist, Clinical Data Sciences",Pfizer,4.1,1683,['Chennai'],Not disclosed,4-7 Yrs,6 Days Ago,"['CRO', 'Data validation', 'Operational excellence', 'EDC', 'Clinical trials', 'Clinical research', 'Healthcare', 'Risk management']",Qualifications Must-Have . Bachelors Degree. 10+ years experience. Working knowledge of...
Staff Data Scientist,Truecaller,3.8,20,['Bengaluru'],Not disclosed,8-12 Yrs,30+ Days Ago,"['GIT', 'Machine learning', 'Agile', 'Data structures', 'Monitoring', 'SQL', 'Android', 'Python']","As a Staff Data Scientist,  You will be responsible for combining your advanced da..."
Python+R/Java/BigData Prompt/ML/NLP/GenAI Engr Sr Data Scientist UK Co,UK based Company,No rating,No reviews,['Pune'],Not disclosed,4-9 Yrs,22 Days Ago,"['GenAI', 'Hadoop', 'Python Development', 'Prompt engineering', 'Machine Learning', 'Data Science', 'R', 'Natural Language Processing']",Full time with UK based company - Experience unsupervised ML algorithmsDevelop effectiv...
Data Scientist Associate,Zydus Lifesciences,4.2,5529,['Ahmedabad'],Not disclosed,5-10 Yrs,21 Days Ago,"['Data Science', 'AI/ML modelling', 'Artificial Intelligence', 'AI/ML development', 'Machine Learning', 'Data', 'Intelligence', 'Development']","Qualifications: . Bachelors degree in Computer Science, Engineering, or a related field..."
Associate Data Scientist,Times Internet,3.6,616,['Noida'],Not disclosed,2-3 Yrs,30+ Days Ago,"['Statistical modeling', 'Interpersonal skills', 'Coding', 'Neural networks', 'Chemical engineering', 'data manipulation', 'spark', 'Analytical']",We are seeking a talented Data Scientist with a specialization in Machine Learning to ...
Senior Data Scientist / Data Engineer,Leadventure India,4.2,2,['Gurugram'],Not disclosed,4-8 Yrs,30+ Days Ago,"['data cleansing', 'Data analysis', 'Financial reporting', 'Analytical', 'Digital marketing', 'Apache', 'Operations', 'Analytics']",Degree . (required) . 6 . -8 years . of . relevant experience . Has the ability to deve...
Senior Engineer - AI/ML/Data Scientist,Global Consult Inc .,No rating,No reviews,['Hyderabad'],Not disclosed,4-10 Yrs,30+ Days Ago,"['Smarty', 'Computer science', 'orchestration', 'Analytical', 'Machine learning', 'Natural language processing', 'Weaving', 'Training and Development']","Bachelors or Masters degree in Computer Science, Engineering, Mathematics, or related f..."
Senior Cloud Engineer - Data Scientist,Hanu Consultancy Services,No rating,No reviews,['Noida'],Not disclosed,2-7 Yrs,30+ Days Ago,"['Product management', 'Data analysis', 'SAS', 'Machine learning', 'Data structures', 'Data processing', 'Data mining', 'SQL']",graduate degree in Data Science or another quantitative field is preferredGraduation Ex...
Lead Data Scientist,Binance,3.5,17,"['Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai', 'Bengaluru']",Not disclosed,6-11 Yrs,30+ Days Ago,"['Product management', 'Computer science', 'Computer vision', 'Career development', 'Data analysis', 'data science', 'Machine learning', 'Application development']","MSc or Phd in Machine Learning, Computer Vision, Computer Science or Applied Mathematic..."
Lead Data Scientist,Isocrates,3.2,18,"['Mysuru', 'Bengaluru']",Not disclosed,6-10 Yrs,25 Days Ago,"['Predictive Modeling', 'S3', 'Generative AI', 'Logistic Regression', 'Natural Language Processing', 'Mmm', 'LLM', 'Machine Learning']",Hands-on experience with media and marketing data and analytical teams Hands-on experie...
Lead Data Scientist,Saudi Basic Industries Corporation (SABIC),4.2,349,['Bengaluru'],Not disclosed,10-19 Yrs,30+ Days Ago,"['EHS', 'data science', 'Project management', 'Formulation', 'Machine learning', 'Continuous improvement', 'Monitoring', 'Analytics']",and taking part in site-level initiates related to EHS . EDUCATION EXPERIENCE REQUIREME...
Lead Data Scientist,Elitefit.ai,No rating,No reviews,"['Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai', 'Bengaluru']",Not disclosed,3-7 Yrs,30+ Days Ago,"['Pilot', 'Prototype', 'Simulation', 'data science', 'Machine learning', 'Mentor', 'Management', 'Operations']",Who should apply       3-7 years of experience in Data Science (Experience in Visio...
Lead Data Scientist,Netomi,4.0,2,"['Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai', 'Bengaluru']",Not disclosed,5-8 Yrs,30+ Days Ago,"['Logistic regression', 'LMS', 'Neural networks', 'Artificial Intelligence', 'Machine learning', 'Data processing', 'Information retrieval', 'Customer service']","5+ years of experience working in the data science field, preferably in a product devel..."
Lead Data Scientist,Response Informatics,3.7,21,"['Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai', 'Bengaluru']",Not disclosed,3-8 Yrs,30+ Days Ago,"['Data analysis', 'Prototype', 'data science', 'Analytical', 'Machine learning', 'SCALA', 'Hypothesis Testing', 'Deployment']",Leveraging AI/ML techniques and solutions to Identify and mathemati...
Lead Data Scientist,Hitech Digital Solutions,4.0,282,['Ahmedabad'],Not disclosed,5-10 Yrs,10 Days Ago,"['Machine Learning', 'Deep Learning', 'R', 'Natural Language Processing', 'Statistical Analyses', 'Data Visualization', 'Python', 'Process']","Experience in building marketing and / or sales models (e.g., mixed media models) and c..."
Lead Data Scientist,Becton Dickinson,4.1,454,['Bengaluru'],Not disclosed,4-7 Yrs,30+ Days Ago,"['NoSQL', 'Data modeling', 'Analytical', 'Pharma', 'Machine learning', 'Monitoring', 'SQL', 'Python']",Hands on development and testing related to AI solutions (python experience required) ....
"Lead Data Scientist - NLP,Generative AI",Response Informatics,3.7,21,"['Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai', 'Bengaluru']",Not disclosed,5-8 Yrs,30+ Days Ago,"['Text mining', 'Logistic regression', 'Operations research', 'Image processing', 'Analytical', 'linear regression', 'Forecasting', 'Analytics']",from a reputed instituteProspect should have exposure to project initiation to business...
"Lead, Data Scientist",Kmart,4.0,12,['Bengaluru'],Not disclosed,8-11 Yrs,30+ Days Ago,"['Logistic regression', 'Retail', 'data science', 'linear regression', 'Agile', 'power bi', 'Scrum', 'Continuous improvement']","Expertise in tools required to execute a data science project - SQL, Python, ML algorit..."
Lead Data Scientist,Saltmine,4.7,3,['Bengaluru'],Not disclosed,6-11 Yrs,30+ Days Ago,"['Product management', 'Procurement', 'Computer science', 'Analytical skills', 'SAN', 'data science', 'GCP', 'Machine learning']","Experience in leading and mentoring teamsExpertise in applied mathematics, and proficie..."
Lead Data Scientist,Reflections Info Systems,1.2,2,"['Pune', 'Chennai', 'Bengaluru', 'Thiruvananthapuram']",Not disclosed,10-12 Yrs,30+ Days Ago,"['Computer vision', 'Automation', 'Team management', 'orchestration', 'data science', 'Project management', 'Artificial Intelligence', 'Machine learning']",8+ years of experience in the data science space - preferably with the end to end autom...
Data Scientist II,Leading Client,No rating,No reviews,['Bengaluru'],Not disclosed,3-5 Yrs,10 Days Ago,"['Data Analysis', 'Data Science', 'R', 'HQL', 'Excel', 'SAS', 'Power BI', 'Tableau']",Experience Level: 3-5 years experience with Data Analysis
Lead Data Scientist,FabHotels,3.0,333,['Bengaluru'],Not disclosed,9-14 Yrs,30+ Days Ago,"['Data analysis', 'Artificial Intelligence', 'Signal processing', 'Agile', 'Manager Technology', 'Industrial engineering', 'digital strategy', 'Analytics']",Have a proven experience in Python programming and ML  Have a Degree in Engineering or ...
"Lead, Data Scientist",KAS Services,4.0,53,['Bengaluru'],Not disclosed,8-11 Yrs,30+ Days Ago,"['Logistic regression', 'Retail', 'data science', 'linear regression', 'Agile', 'power bi', 'Scrum', 'Continuous improvement']",Design & lead the development & deployment of solutions that levera...
Lead Data Scientist,Retisio,2.6,2,['Bengaluru'],Not disclosed,8-13 Yrs,30+ Days Ago,"['Computer science', 'deep learning', 'Retail analytics', 'Machine learning', 'query', 'Programming', 'Forecasting', 'Monitoring']",Improve current Recommendation System s Algorithms.     Work on different forecastin...
Lead Data Scientist,STATS PERFORM,4.5,11,['Bengaluru'],Not disclosed,6-9 Yrs,30+ Days Ago,"['Pytorch', 'Object Detection', 'Opencv', 'Data Scientist', 'Computer Science', 'Neural Networks', 'Data Collection', 'Computer Vision']",". Understanding of deep learning fundamentals including network architectures, training..."
Lead Data Scientist,Neostats Analytics Solutions,No rating,No reviews,['Bengaluru'],Not disclosed,7-12 Yrs,30+ Days Ago,"['Computer science', 'Analytical', 'Machine learning', 'Predictive modeling', 'Data mining', 'Business solutions', 'Information technology', 'Financial services']",Candidate profile . 7+ years in the Industry with experience in building Machine learni...
Lead Data Scientist,Target,4.2,600,['Bengaluru'],Not disclosed,8-13 Yrs,30+ Days Ago,"['Supply chain', 'Data analysis', 'Data structures', 'Troubleshooting', 'Open source', 'Data mining', 'SQL', 'Python']",Experience working with large event-driven distributed systems and multi-threaded appli...
Lead Data Scientist,Nasdaq,3.9,76,['Bengaluru'],Not disclosed,12-15 Yrs,30+ Days Ago,"['Computer science', 'Architect', 'data science', 'Analytical', 'Machine learning', 'Flex', 'Manager Technology', 'Predictive modeling']","You will act as the Lead Data Scientist within the team, owning the analysis and mod..."
Lead Data Scientist - AdTech,Target,4.2,600,['Bengaluru'],Not disclosed,4-8 Yrs,30+ Days Ago,"['Supply chain', 'Simulation', 'Analytical', 'Machine learning', 'Agile', 'Network security', 'Forecasting', 'Technical support']","Ability to creatively solve business problems, innovating new approaches where required..."
Lead Data Scientist,Aioneers Gmbh,3.3,7,['Bengaluru'],Not disclosed,10-12 Yrs,17 Days Ago,"['Supply chain', 'Computer science', 'Data analysis', 'Supply chain management', 'orchestration', 'Manager Quality Control', 'Continuous improvement', 'Econometrics']","Python, SQL and PySpark for data analysis and data exploitation . ETL / ELT best practi..."
Lead Data Scientist,Aarki,No rating,No reviews,['Bengaluru'],Not disclosed,6-11 Yrs,17 Days Ago,"['Computer science', 'SAN', 'C++', 'Data modeling', 'Machine learning', 'SCALA', 'Forecasting', 'SQL']",Preferred experience with data warehousing systems and MPP databases . Preferred famili...
Senior Data scientist,Renault Nissan Technology  Business Centre Indiapvt.ltd,3.8,1481,['Chennai'],Not disclosed,6-9 Yrs,30+ Days Ago,"['Usage', 'Architecture', 'Manager Technology', 'Competency development', 'Mentor', 'Management', 'Analytics', 'Monitoring']",". Should be able to mentor team and be hands-on in data technologies . Conceive, . plan..."
Senior Data Scientist,Lennox India Technology Centre (LITC),4.3,107,['Chennai'],Not disclosed,7-10 Yrs,30+ Days Ago,"['Computer science', 'Machine learning', 'Conceptualization', 'Agile', 'Ventilation', 'Refrigeration', 'Data mining', 'Embedded software']",Qualifications . 7-10 Years of experience in Data Analytics and Data Science . Educatio...
Senior Data Scientist,Lennox India Technology Centre (LITC),4.3,107,['Chennai'],Not disclosed,7-10 Yrs,30+ Days Ago,"['Machine learning', 'Conceptualization', 'Agile', 'Ventilation', 'Refrigeration', 'Data mining', 'Embedded software', 'SQL']",Qualifications . 7-10 Years of experience in Data Analytics and Data Science . Educatio...
Senior Data Scientist - WFO,Sweden Based MNC,No rating,No reviews,['Bangalore/ Bengaluru'],10-20 Lacs PA,6-8 Yrs,30+ Days Ago,"['GIT', 'Cloud Platform', 'Ai Platform', 'Gaming', 'ML', 'Devops', 'Artificial Intelligence', 'Cloud']","LLMs, as GPT-3, BERT, or AI models. programming languages cloud environment ML pipeline..."
Senior Data Scientist,Unico Connect,3.7,19,['Mumbai'],Not disclosed,3-6 Yrs,6 Days Ago,"['Data Science', 'databases', 'R', 'Power BI', 'Dashboard Design', 'Data Analysis', 'data warehousing', 'data Visualization']",". Education : Bachelors or Masters degree in Computer Science, Data Science, or a relat..."
Data Scientist / Senior Data Scientist,Five Exceptions Software Solutions,4.5,19,['Hyderabad'],Not disclosed,6-11 Yrs,6 Days Ago,"['Computer science', 'Data analysis', 'data science', 'Data modeling', 'Analytical', 'Focus', 'Machine learning', 'model development']","Qualifications . Education: Bachelor s / Master s in Computer Science, Data Science, AI..."
Senior Data Scientist,Shifastar Technologies,No rating,No reviews,['Pune'],Not disclosed,10-15 Yrs,6 Days Ago,"['Computer science', 'Data analysis', 'Version control', 'data science', 'Analytical', 'Machine learning', 'Data processing', 'Data mining']","Bachelor s or Master s degree in Computer Science, Engineering, Statistics, Mathematics..."
Sr. Data Scientist,Pranathi Software Services,4.1,12,['Hyderabad'],Not disclosed,4-9 Yrs,6 Days Ago,"['Computer vision', 'Prototype', 'Coding', 'Django', 'Quality systems', 'MySQL', 'Debugging', 'Machine learning']","Experience of 4 years, predominantly on Machine Learning problems, Computer Vision, N..."
Senior Data Scientist,Decimal Point Analytics,3.1,198,"['Chennai', 'Gurugram']",Not disclosed,3-7 Yrs,30+ Days Ago,"['Solution design', 'data science', 'Demand forecasting', 'Management consulting', 'Machine learning', 'Cloud', 'FMCG', 'Analytics']",Predictive ordering Prevent SKUs from going Out of Stock with ML based predicti...
Senior Data Scientist-Cx Analytics,IDFC FIRST Bank,No rating,No reviews,"['Mumbai', 'Mumbai Suburban']",Not disclosed,5-10 Yrs,30+ Days Ago,"['deep learning', 'Automation', 'Usage', 'Prototype', 'Machine learning', 'Manager Technology', 'Deployment', 'model development']",Educational Qualifications: . Graduation: Bachelor of Science (BSc) / Bachelor of Techn...
Senior Data Scientist,Alp Consulting Ltd,No rating,No reviews,['Pune'],Not disclosed,5-8 Yrs,30+ Days Ago,"['Training', 'hive', 'deep learning', 'AWS', 'SQL', 'Python', 'Data', 'Senior']",. c) Experience on training and inferencing models on GPU. .
Data scientist Banking domain  -- US MNC (analytics),US MNC (ANALYTICS),No rating,No reviews,"['Hybrid', 'Pune', 'Gurugram', 'Bengaluru']",20-35 Lacs PA,3-8 Yrs,1 Day Ago,"['Python', 'Tensorflow', 'Predictive Modeling', 'Logistic Regression', 'Artificial Intelligence', 'Neural Networks', 'Credit Risk Modelling', 'Risk Modeling']","Has experience working on unstructured data ( text ): Text cleaning, TFIDF, text vector..."
Data Scientist: Advanced Analytics,IBM,4.1,20301,['Chennai'],Not disclosed,3-7 Yrs,12 Days Ago,"['amazon lex', 'kinesis', 'node.js', 'tableau', 'iam', 'advanced analytics', 'python', 'quicksight']","Required Technical and Professional Expertise . Skillset: Amazon Connect, Amazon Lex, A..."
Data Scientist: Advanced Analytics,IBM,4.1,20301,['Chennai'],Not disclosed,3-7 Yrs,13 Days Ago,"['python', 'quicksight', 'dynamo db', 'amazon lex', 'kinesis', 'advanced analytics', 'natural language processing', 'predictive analytics']","Required Technical and Professional Expertise . Skillset: Amazon Connect, Amazon Lex, A..."
Trainee - Data Scientist,SPi Technologies,3.5,1574,['Chennai'],Unpaid,No experience info,Starts in 1-3 months,[],No description
Manager - Data Scientist,Firstsource Laboratory Solutions,3.9,64,['Bengaluru'],Not disclosed,3-8 Yrs,11 Days Ago,"['Analytical skills', 'Data analysis', 'data science', 'Coding', 'Machine learning', 'Data processing', 'Natural language processing', 'Monitoring']",". - . Education: BE or masters or PhD in Computer Science, Data Science, Statistics or ..."
Analytics - Data Scientist,Deutsche Bank,4.0,3006,['Mumbai'],Not disclosed,3-8 Yrs,12 Days Ago,"['Data Science', 'model validation', 'trade finance', 'data analysis', 'VBA', 'business analytics', 'accounting', 'Sybase MS SQL Server']",The successful candidate will be required to cover European working hours supporting th...
Data Scientist Trainee,Wahy Lab Solutions,4.9,5,['Ernakulam'],Not disclosed,0-1 Yrs,30+ Days Ago,"['Computer science', 'NoSQL', 'data science', 'Database management', 'Analytical', 'Programming', 'scientist trainee', 'Mathematics']",". Full Time, Permanent . Qualification Bachelors / Masters degree in Computer Science E..."
Junior Data Scientist,DANAHAR CORPORATION,3.3,20,['Bengaluru'],Not disclosed,3-4 Yrs,6 Days Ago,"['Supply chain', 'Data analysis', 'Agile', 'Healthcare', 'Informatica', 'Business intelligence', 'Oracle', 'Information technology']",Bachelor s with 3 years of experience or Master s with strong academic record in Mathem...
Junior Data Scientist,Adidas,3.9,524,['Gurugram'],Not disclosed,1-6 Yrs,30+ Days Ago,"['Business administration', 'Data analysis', 'Data modeling', 'Analytical', 'Brand marketing', 'Machine learning', 'data visualization', 'Analytics']",Four-year college or university degree with focus on Business Administration or IT or r...
Associate Data Scientist,SAP,4.3,1526,['Gurugram'],Not disclosed,2-4 Yrs,30 Days Ago,"['Data Science', 'python', 'generative AI', 'Machine Translation', 'machine learning', 'Predictive analytics', 'artificial intelligence', 'text analytics']","Proficient in any one area of AI / ML streams - Predictive analytics, Speech processing..."
Data Scientist/ ML engineer -- US MNC (analytics),US MNC (analytics),No rating,No reviews,"['Hybrid', 'Bengaluru']",20-35 Lacs PA,5-10 Yrs,28 Days Ago,"['Python', 'Tensorflow', 'Predictive Modeling', 'Artificial Intelligence', 'Neural Networks', 'Image Recognition', 'ml flow', 'Machine Learning']","Has experience working on unstructured data ( text ): Text cleaning, TFIDF, text vector..."
Gen AI/Lead Data Scientist,CES Information Technologies & BPS,3.4,39,['Remote'],Not disclosed,10-15 Yrs,7 Days Ago,"['Artificial Intelligence', 'Data Science', 'GCP', 'Azure Cloud', 'Natural Language Processing', 'Machine Learning', 'AWS', 'Deep Learning']","Qualifications: . Bachelors or masters degree in computer science, Data Science & AI, o..."
Senior Data Scientist,Reuters News Agency,2.1,2,"['Mumbai', 'Hyderabad']",Not disclosed,6-10 Yrs,7 Days Ago,"['Computer science', 'Customer acquisition', 'Networking', 'Analytical', 'Consulting', 'Machine learning', 'Customer retention', 'Customer service']","Experience in Customer Service, Finance, Sales and Marketing . Additional Technical ski..."
Senior Data Scientist,Oportun,3.4,18,['Remote'],Not disclosed,3-8 Yrs,2 Days Ago,"['cloud', 'ML model building', 'Statistics', 'Python', 'sql', 'Senior', 'Ml', 'Data']","Develop data products and machine learning models used in Risk, Fraud, Collections, and..."
Senior Data Scientist,Avkalan.ai,3.3,2,"['Hybrid', 'Pune']",Not disclosed,10-15 Yrs,10 Days Ago,"['Data Mining', 'Machine Learning', 'Deep Learning', 'Data Science', 'Data Analytics', 'Predictive Modeling', 'Neural Networks', 'Regression']","Principal Responsibilities:1) Design and maintain complex data architectures, including..."
Sr. Data Scientist,One of the leading RegTech Brand name,No rating,No reviews,['Gurugram'],Not disclosed,5-8 Yrs,10 Days Ago,"['Machine Learning', 'NLP', 'Random Forest', 'Forest', 'Natural language processing', 'SR', 'Machine', 'Data']","Hands on experience in end-to-end module development including data collation, data mun..."
Senior Data Scientist,"MUTUAL MOBILE, INC.",4.3,38,['Hyderabad'],Not disclosed,7-12 Yrs,11 Days Ago,"['Computer vision', 'deep learning', 'Product engineering', 'Business transformation', 'Coding', 'Machine learning', 'Data structures', 'Silicon']",Were seeking a Senior Data Scientist to work on a complex system powered by deep learni...
Sr Data Scientist (Predictive Maintenance),Fusemachines,No rating,No reviews,['Pune'],Not disclosed,5-9 Yrs,12 Days Ago,"['Computer science', 'Cloud computing', 'GCP', 'Data modeling', 'Diversity and Inclusion', 'Machine learning', 'Data collection', 'Data mining']","Applicants should have a Master, PhD, or advanced training in applied mathematics, engi..."
Senior Data Scientist,Incommon India,No rating,No reviews,['Pune'],Not disclosed,8-13 Yrs,12 Days Ago,"['Data Science', 'R', 'NLP', 'Machine Learning', 'Python', 'Science', 'Senior', 'Natural language processing']","Masters or PhD in Data Science, Computer Science, Statistics, or related field. Proven ..."
Senior Data Scientist - Remote India,Leewayhertz Technologies,3.0,71,['Remote'],15-25 Lacs PA,5-8 Yrs,5 Days Ago,"['Generative AI', 'Data Scientist', 'Machine Learning Algorithms', 'Python', 'Tensorflow', 'Artificial Intelligence', 'Natural Language Processing', 'Neural Networks']",Apply Here - https://leewayhertz.zohorecruit.in/jobs/Careers/32567000014728514/Senior-D...
Sr. Data Scientist,Monsoon Credittech,3.3,3,['Mumbai'],Not disclosed,4-6 Yrs,12 Days Ago,"['Pandas', 'Machine Learning', 'Python', 'Data Science', 'Django', 'Natural Language Processing', 'Deep Learning', 'SR']",Has experience writing APIs around models and deploying them on the cloud e.gWe are loo...
Data scientist   -- US MNC (analytics),US MNC (analytics),No rating,No reviews,"['Hybrid', 'Pune', 'Gurugram', 'Bengaluru']",20-35 Lacs PA,3-8 Yrs,5 Days Ago,"['Python', 'Tensorflow', 'Predictive Modeling', 'Artificial Intelligence', 'Neural Networks', 'ml flow', 'Risk Modeling', 'Machine Learning']","Has experience working on unstructured data ( text ): Text cleaning, TFIDF, text vector..."
Staff Data Scientist,VIA,3.8,74,"['Mumbai', 'Bengaluru']",Not disclosed,10-15 Yrs,30+ Days Ago,"['Computer science', 'data science', 'Machine learning', 'Predictive modeling', 'Data quality', 'Business strategy', 'Data mining', 'Continuous improvement']","By focusing on end-to-end delivery, data quality, actionable insights, and continuous i..."
Data Scientist-Digital Experience Analytics-Mumbai,Hdfc Bank,3.9,35311,['Mumbai'],20-35 Lacs PA,11-14 Yrs,19 Days Ago,"['Cloud', 'data scientist', 'Python', 'Senior data scientist', 'Machine Learning Engineer', 'AWS', 'data scientist lead', 'Data']",Data Scientist-Digital Experience Analytics-MumbaiJob Purpose:A data scientist turns ra...
Data Scientist Manager,Ltimindtree,3.6,8841,"['Hybrid', 'Hyderabad', 'Pune', 'Bengaluru']",Not disclosed,5-10 Yrs,3 Days Ago,"['Ai Algorithms', 'Gen AI + RAG', 'Azure Machine Learning', 'Machine Learning', 'Python', 'Aws Cloud', 'Natural Language Processing', 'OpenAI']",Job Details-Location Pune/Mumbai/Chennai/Bangalore/Hyderabad/Noida/KolkataWorking Model...
Data Scientist II,Mastercard,4.1,602,"['Mumbai', 'Navi Mumbai']",Not disclosed,3-5 Yrs,11 Days Ago,"['Computer science', 'Logistic regression', 'Information security', 'Analytical', 'risk modeling', 'Machine learning', 'Information technology', 'Corporate security']","Bachelor s or Master s Degree in Computer Science, Information Technology, Engineering,..."
Data Scientist - Python / Big Data,Tetrahed Inc,No rating,No reviews,['Bengaluru'],Not disclosed,4-7 Yrs,3 Days Ago,"['Python', 'Data Science', 'Data Pipeline', 'Data Scientist', 'Data Management', 'Big Data', 'Data Modeling', 'Machine Learning']",- Experience with AWS cloud platform and its data services. . - Knowledge of A / B test...
Staff Data Scientist,Trellix,3.3,102,['Bengaluru'],Not disclosed,8-12 Yrs,6 Days Ago,"['Computer science', 'Automation', 'Formulation', 'Artificial Intelligence', 'Machine learning', 'Data processing', 'Sensors', 'Analytics']","Experience with various public cloud services (such as AWS, Google, Azure) and ML autom..."
Staff Data Scientist,Skyhigh Security,3.3,16,['Bengaluru'],Not disclosed,8-12 Yrs,6 Days Ago,"['Computer science', 'Automation', 'Formulation', 'Artificial Intelligence', 'Machine learning', 'Data processing', 'Sensors', 'Analytics']","Experience with various public cloud services (such as AWS, Google, Azure) and ML autom..."
"Data Scientist II, Product Data & Analytics",Mastercard,4.1,602,['Gurugram'],Not disclosed,4-6 Yrs,11 Days Ago,"['Computer science', 'Project management', 'Information security', 'Analytical', 'Scheduling', 'Manager Quality Control', 'microsoft', 'Data mining']","Work closely with global & regional teams to architect, develop, and maintain advanc..."
"Corporate Audit Data Scientist, Officer",State Street,3.8,2263,['Bengaluru'],Not disclosed,5-7 Yrs,17 Days Ago,"['Automation', 'Data analysis', 'Front end', 'Technical writing', 'Machine learning', 'Project delivery', 'Information technology', 'Financial services']","Bachelor s degree or higher in Information Systems, Information Technology, Data Scienc..."
Manager - Infotech (Data Scientist),Lupin,4.2,5573,['Mumbai'],Not disclosed,6-11 Yrs,30+ Days Ago,"['Pilot', 'advanced analytics', 'Prototype', 'Simulation', 'Business design', 'Machine learning', 'model development', 'Operations']","Develop an understanding of business obstacles, create solutions based on advanced ana..."
Manager - Infotech (Data Scientist),Lupin,4.2,5573,['Mumbai'],Not disclosed,5-10 Yrs,30+ Days Ago,"['Pilot', 'advanced analytics', 'Prototype', 'Simulation', 'Machine learning', 'model development', 'Operations', 'Development']",C) Education Qualification - B Tech / M Tech - Computer Science or Engineering . B) Rel...
Manager - Infotech (Data Scientist),Lupin,4.2,5573,['Mumbai'],Not disclosed,5-10 Yrs,30+ Days Ago,"['advanced analytics', 'deep learning', 'Prototype', 'Simulation', 'Machine learning', 'Agile', 'Operations', 'Analytics']",Experience - 5-10 Years in DS role
